userID,albumID,artist,title,rating,plays
1,MW0002349066,Dirty Projectors,Swing Lo Magellan,2.5,5
1,MW0002542166,Disclosure,Settle,3,3
1,MW0002572983,Drake,Nothing Was the Same,3.5,11
1,MW0002222795,Drake,Take Care,3,5
1,MW0001996454,Drake,Thank Me Later,3.5,5
1,MW0002243836,Dry the River,Shallow Bed,4.5,7
1,,Dry The River,Shallow Bed [Acoustic],3.5,1
1,MW0002410795,Dum Dum Girls,End of Daze,4,7
1,MW0002489480,Dungeonesse,Dungeonesse,3,5
1,MW0002457951,Dutch Uncles,"Out of Touch, In the Wild",3,5
1,MW0002431528,Easter Island,Frightened,3,6
1,MW0002393598,Easy Star All-Stars,Easy Star's Thrillah,2,1
1,MW0002187052,Ed Sheeran,+,4,6
1,MW0002411750,Efterklang,Piramida,3.5,7
1,MW0002527864,Eisley,Currents,3,5
1,MW0002294097,Eisley,Deep Space,2.5,5
1,MW0002094725,Eisley,The Valley,2.5,6
1,MW0002434084,El Perro del Mar,Pale Fire,2.5,5
1,MW0002022330,El Trio De Omar Rodriguez Lopez,Ciencia De Los Inutiles,2.5,3.5
1,MW0002443418,El-P,Cancer4Cure Instrumentals,3,4.5
1,MW0002110221,Elbow,Build a Rocket Boys!,2.5,7
1,MW0002110277,EMA,Past Life Martyred Saints,1.5,5
1,MW0001993449,Emarosa,Emarosa,3,6
1,MW0001981526,Emeralds,Does It Look Like I'm Here?,1.5,1
1,,Emily Wolfe,Mechanical Hands,3.5,5
1,MW0001998774,Eminem,Recovery,3,8
1,MW0002583498,Eminem,The Marshall Mathers LP 2,2.5,5
1,MW0002512565,Empire of the Sun,Ice on the Dune,3,5
1,MW0002272192,Errors,Have Some Faith in Magic,2,5.5
1,MW0002507769,Evening Hymns,Spectral Dusk,1,2
1,MW0002329619,Exitmusic,Passage,3,5
1,MW0002116293,Explosions in the Sky,"Take Care, Take Care, Take Care",3,5
1,MW0002492116,Fall Out Boy,Save Rock and Roll,4,10
1,MW0002371346,Family of the Year,Loma Vista,3,5
1,MW0002289536,Fanfarlo,Rooms Filled with Light,3,5.5
1,MW0002315763,Father John Misty,Fear Fun,3,5
1,MW0002194566,Feist,Metals,3,6.5
1,MW0002467147,Fiction Family,Fiction Family Reunion,2.5,4
1,MW0002409556,Field Report,Field Report,3,5
1,MW0002332951,Fiona Apple,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do,2.5,5
1,MW0002190231,Firehorse,And So They Ran Faster...,2.5,5
1,MW0002231494,First Aid Kit,The Lion's Roar,4,7.5
1,MW0002499304,Fitz & the Tantrums,More Than Just a Dream,3.5,5.5
1,MW0002110425,Fleet Foxes,Helplessness Blues,4,9.5
1,MW0002228356,Florence + the Machine,Ceremonials,3,7.5
1,MW0002123197,Florence + the Machine,Lungs: The B-Sides,2.5,5
1,MW0001965699,Flying Lotus,Cosmogramma,1,2
1,MW0002410175,Flying Lotus,Until the Quiet Comes,1,1
1,MW0002450780,Foals,Holy Fire,3.5,8
1,MW0001979439,Foals,Total Life Forever,4.5,8
1,MW0002115022,Foo Fighters,Wasting Light,2.5,7
1,,Foreign Fields,Anywhere But Where I Am,4.5,10
1,MW0001950686,Four Tet,There Is Love in You,3,4
1,MW0002457948,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,3,5
1,MW0002025365,Fran Healy,Wreckorder,2.5,5
1,MW0002394636,Frank Ocean,Channel Orange,4.5,14
1,MW0002120003,Frank Ocean,"Nostalgia, Ultra",4,4
1,MW0002416553,Freelance Whales,Diluvia,3.5,6
1,MW0002455340,Frightened Rabbit,Pedestrian Verse,3.5,5
1,MW0002413078,Frightened Rabbit,State Hospital,3,6
1,MW0001960071,Frightened Rabbit,The Winter of Mixed Drinks,4,9
1,MW0002542498,Fuck Buttons,Slow Focus,3.5,5
1,MW0002138766,Fucked Up,David Comes to Life,0.5,1
1,MW0002287703,Fun.,Some Nights,2.5,3
1,MW0002113893,Gang Gang Dance,Eye Contact,2,4
1,MW0001977431,Gayngs,Relayted,1.5,3
1,MW0002477859,Generationals,Heza,3,5
1,MW0002291285,Geographer,Myth,4,8.5
1,,Giant Cloud,Bloom & Decay,2.5,5
1,MW0001955822,Gil Scott-Heron,I'm New Here,2,2
1,MW0002165377,Gillian Welch,The Harrow & the Harvest,2.5,5
1,MW0002186144,Girls,"Father, Son, Holy Ghost",2.5,5
1,MW0002356472,Glen Hansard,Rhythm and Repose,3,5
1,,Glen Iris,Self Titled,2,2
1,MW0002176968,Gold Leaves,The Ornament,2.5,6
1,,GOOD Music,Kanye West Presents GOOD Music - Cruel Summer,3.5,11
1,MW0001961566,Gorillaz,Plastic Beach,2,1
1,MW0002204056,Gotye,Making Mirrors,2.5,4
1,,Grammatrain,Imperium,3,5
1,MW0002289255,Grimes,Visions,2,5
1,MW0002024166,Grinderman,Grinderman 2,1,2
1,MW0002409487,Grizzly Bear,Shields,3.5,8.5
1,MW0002563729,Grouplove,Spreading Rumours,3.5,6
1,MW0002038538,Guster,Easy Wonderful,3,5
1,MW0002566658,HAIM,Days Are Gone,3,6
1,MW0002580802,Hellogoodbye,Everything Is Debatable,3,6
1,MW0002131963,Hooray for Earth,True Loves,2,5
1,MW0002329151,Hot Chip,In Our Heads,3,5
1,MW0001957675,Hot Chip,One Life Stand,3,6
1,MW0002382249,How to Dress Well,Total Loss,3,5
1,MW0002223518,Hunter Hayes,Hunter Hayes,2.5,3
1,MW0002447522,Hunter Hayes,Live,2,2
1,MW0002123313,Hymns from Nineveh,Hymns from Nineveh,3,4
1,MW0002142016,I Break Horses,Hearts,3,5
1,MW0002401889,Ice Choir,Afar,2.5,5
1,MW0002119984,Iceage,New Brigade,1,1
1,MW0002273536,Imperial Teen,Feel the Sound,2.5,6
1,MW0002389395,Incubus,HQ Live,2.5,1
1,MW0002136052,Incubus,"If Not Now, When?",3.5,12
1,MW0002498880,Iron & Wine,Ghost on Ghost,3,5
1,MW0002066941,Iron & Wine,Kiss Each Other Clean,2.5,7
1,MW0002547914,J. Cole,Born Sinner,4,10
1,MW0002195743,J. Cole,Cole World: The Sideline Story,3,6
1,,J. Cole,Truly Yours,3,4
1,,J. Cole,Truly Yours 2,3,4
1,,J. Cole,Truly Yours 3,2.5,4
1,MW0002540984,Jagwar Ma,Howlin',3,6
1,MW0002558673,James Bay,The Dark Of The Morning,4.5,6
1,MW0002095213,James Blake,James Blake,3,8
1,MW0002498733,James Blake,Overgrown,2.5,5
1,,Jamey Johnson,The Guitar Song (Black Album),1.5,1
1,,Jamey Johnson,The Guitar Song (White Album),,0
1,MW0002060645,Jamiroquai,Rock Dust Light Star,3,7
1,MW0001977907,Janelle Monae,The ArchAndroid,3,5
1,MW0002563731,Janelle Monae,The Electric Lady,4,6
1,MW0002354334,Japandroids,Celebration Rock,2.5,5
1,MW0002540499,Jason Isbell,Southeastern,3,5
1,MW0002557360,Jay-Z,Magna Carta...Holy Grail,3.5,11
1,MW0002107551,Jay-Z,Watch the Throne,3.5,18
1,MW0002347154,Jessie Ware,Devotion,3,4
1,MW0002461800,Jim James,Regions of Light and Sound of God,3.5,5
1,MW0002537855,Jimmy Eat World,Damage,3.5,8
1,MW0002024949,Jimmy Eat World,Invented,3,6
1,MW0001994232,Jimmy Gnecco,The Heart,3,6
1,MW0001961311,Joanna Newsom,Have One on Me,2,2
1,MW0002562784,John Legend,Love in the Future,3.5,7
1,MW0002024479,John Legend,Wake Up!,2.5,4
1,MW0002339580,John Mayer,Born and Raised,3.5,15.5
1,MW0002560058,John Mayer,Paradise Valley,3.5,13
1,MW0002427366,John Talabot,"Fin Remixes, Pt. 1",3,5
1,,Johnnyswim,Heart Beats,3.5,5
1,MW0002506311,Jon Hopkins,Immunity,4,6
1,MW0002286721,Jonquil,Point of Go,4,7
1,,Jonsi,Go,4,13
1,,Jonsi,We Bought A Zoo,3,2
1,,Josh Tillman,The History Of Caves,3,5
1,,JT Daly,Memory,2,5
1,MW0002556419,Julia Holter,Loud City Song,3,5
1,MW0002555186,Julianna Barwick,Nepenthe,3.5,6
1,MW0002469858,Junip,Junip,3.5,8.5
1,MW0002357910,Justin Bieber,Believe,3,5
1,MW0002476550,Justin Bieber,Believe Acoustic,2.5,3
1,,Justin Bieber,Journals,3,6
1,MW0002491699,Justin Timberlake,The 20/20 Experience,4.5,28
1,MW0002569550,Justin Timberlake,The 20/20 Experience - 2 of 2,3.5,14
1,,Kanye West,GOOD Fridays,3,6
1,MW0002022752,Kanye West,My Beautiful Dark Twisted Fantasy,5,17
1,MW0002554883,Kanye West,Yeezus,3.5,10
1,MW0002169520,Kasabian,Velociraptor!,1.5,1
1,MW0002562563,Kaskade,Atmosphere,3.5,5
1,MW0001977540,Kaskade,Dynasty,2.5,2
1,MW0002223587,Kate Bush,50 Words for Snow,1.5,2
1,MW0002096204,Katy B,On a Mission,3,3.5
1,MW0002577862,Katy Perry,Prism,3,6
1,MW0002011446,Katy Perry,Teenage Dream,3,6
1,MW0002487039,Kavinsky,OutRun,3,3
1,MW0001975735,Keane,Night Train,2.5,5
1,MW0002325132,Keane,Strangeland,3,5
1,,Keeps,rift,2.5,5
1,MW0002519388,Kelly Rowland,Talk a Good Game,3.5,6.5
1,MW0002421248,Kendrick Lamar,"Good Kid, M.A.A.D. City",4.5,9
1,MW0002074779,Keri Hilson,No Boys Allowed,3.5,8
1,,Kevin Cossom,By Any Means,3.5,14
1,,Kevin Cossom,Hook Vs. Bridge II,3.5,11.5
1,,Kevin Max,Cotes D'Armor (True Rebels),2,5
1,,Kevin Sandbloom,Live In ABQ,2.5,1
1,MW0002330220,Killer Mike,R.A.P. Music,3,4.5
1,MW0002030893,Kings of Leon,Come Around Sundown,3.5,7
1,MW0002569539,Kings of Leon,Mechanical Bull,3,6
1,MW0002315457,Kishi Bashi,151A,3.5,5
1,MW0002399377,Kitten,Cut It Out EP,4,7
1,MW0002570906,Kitten,Like a Stranger,2.5,4
1,MW0002098298,Kurt Vile,Smoke Ring for My Halo,2.5,5
1,MW0002241678,Lana Del Rey,Born to Die,3.5,6
1,MW0002436180,Lana Del Rey,Paradise,3,6.5
1,MW0002185180,Laura Marling,A Creature I Don't Know,3.5,7
1,MW0001967647,Laura Marling,I Speak Because I Can,4,6.5
1,MW0002524684,Laura Marling,Once I Was an Eagle,3.5,7
1,MW0001983842,LCD Soundsystem,This Is Happening,3,6
1,MW0002477132,Leagues,You Belong Here,3.5,7.5
1,MW0002086191,Lia Ices,Grown Unknown,3.5,7
1,MW0001960660,Liars,Sisterworld,1,1
1,MW0002350713,Liars,WIXIW,1.5,5
1,MW0000813572,Lil Wayne,Rebirth,1.5,4
1,MW0002191517,Lisa Hannigan,Passenger,2.5,6
1,MW0002427021,Little Comets,Life is Elsewhere,4,9
1,MW0002087546,Lloyd,King of Hearts,3,5.5
1,MW0001333743,Local Natives,Gorilla Manor,4,7
1,MW0002462363,Local Natives,Hummingbird,3.5,9
1,MW0002441449,Lone Wolf,The Lovers,2.5,4
1,MW0002574004,Lorde,Pure Heroine,4,9
1,,Lorde,The Love Club EP,3.5,6
1,,Lorien,The Ghost In The Parlor,3.5,5
1,,Lorien,The Missing Collection,3,5
1,MW0002218657,Los Campesinos!,Hello Sadness,2.5,4
1,MW0002303407,Lost in the Trees,A Church That Fits Our Needs,3.5,6
1,MW0002290975,Lost Lander,DRRT,2.5,6
1,MW0002571107,Lucius,Wildewoman,3.5,5
1,MW0001960393,Ludacris,Battle of the Sexes,2,4
1,MW0002552345,Ludacris,IDGAF,2.5,3
1,MW0002581468,Luke James,Oh God,2.5,4
1,,Luke James,Whispers In The Dark,2.5,4
1,MW0002099977,Lupe Fiasco,Lasers,3,5.5
1,,Lupe Fiasco,"Lupe Fiasco's Food & Liquor II: The Great American Rap Album, Pt. 1",3,4
1,MW0002096731,Lykke Li,Wounded Rhymes,4,8.5
1,MW0002306127,M. Ward,A Wasteland Companion,1,2
1,MW0002413475,M.I.A.,Matangi,3,5
1,MW0002000494,M.I.A.,MAYA,2.5,4
1,MW0002190675,M83,"Hurry Up, We're Dreaming",3.5,8
1,MW0002086194,Magik Magik Orchestra,White Wilderness,3,6
1,MW0002526478,Majical Cloudz,Impersonator,3.5,8
1,MW0002344298,Man Without Country,Foe,3,6
1,MW0002317868,Maps & Atlases,Beware and Be Grateful,2.5,5
1,MW0002107398,Marc Broussard,Marc Broussard,3.5,8
1,MW0002295879,Marc Broussard,Marc Broussard EP,3,1
1,,Mariah McManus,Nice To Meet You,3,6
1,MW0002034251,Mark Ronson,Record Collection,2.5,3
1,MW0002022758,Maroon 5,Hands All Over,3,8
1,MW0002358095,Maroon 5,Overexposed,3,7
1,MW0002185959,Mastodon,The Hunter,2.5,4
1,,Mateo,Love & Stadiums,3,2
1,,Mateo,Love & Stadiums II,2.5,2
1,MW0002431606,Mateo,Suite 823,2.5,3
1,MW0002285295,Matthew Dear,Beams,3,4
1,MW0002578650,Megan Bonnell,Hunt and Chase,2.5,6
1,MW0002006588,Menomena,Mines,3.5,6
1,MW0002395655,Menomena,Moms,2.5,6
1,,MeShell Ndegeocello,Weather,1.5,1
1,MW0002354324,Metric,Synthetica,4,7
1,MW0002114042,Metronomy,The English Riviera,2.5,6
1,MW0001967848,MGMT,Congratulations,1.5,1
1,,Michael Jackson,Michael,2,4
1,MW0002091195,Middle Brother,Middle Brother,3,5
1,MW0002568027,Midlake,Antiphon,3,7
1,MW0001954785,Midlake,The Courage of Others,4,6
1,MW0002066164,Miguel,All I Want Is You,3,2
1,MW0002413681,Miguel,Kaleidoscope Dream,2.5,4
1,MW0002290068,Miike Snow,Happy to You,3,6
1,MW0002166373,Milagres,Glowing Mouth,3.5,7
1,MW0002577863,Miley Cyrus,Bangerz,2.5,4
1,MW0002356679,Milo Greene,Milo Greene,3.5,7
1,,Milosh,Jetlag,3,5
1,MW0002483516,Mister Lies,Mowgli,3,6
1,MW0002346806,Moon Taxi,Cabaret,3.5,7
1,MW0002562501,Moon Taxi,Mountains Beaches Cities,3,5
1,MW0002136055,Motopony,Motopony,1.5,2
1,MW0002409657,Mumford & Sons,Babel,4,9.5
1,MW0001762194,Mumford & Sons,Sigh No More,4.5,8.5
1,MW0002406726,Muse,The 2nd Law,3,7
1,MW0002033200,MUTEMATH,Armistice Live,3,1
1,MW0002212638,MUTEMATH,Odd Soul,3.5,9
1,MW0002488164,My Bloody Valentine,m b v,2,3
1,MW0002057761,My Chemical Romance,Danger Days: The True Lives of the Fabulous Killjoys,3.5,6
1,MW0002135929,My Morning Jacket,Circuital,3.5,7.5
1,,MYSTERY SCHOOLS,For The Taste,2.5,3.5
1,,MYSTERY SCHOOLS,MYSTERY SCHOOLS,2.5,6
1,MW0002382213,Nas,Life Is Good,2.5,5
1,MW0002051292,Natasha Bedingfield,Strip Me,3,5
1,MW0002033205,Ne-Yo,Libra Scale,4,11
1,MW0002417171,Ne-Yo,R.E.D.,3.5,8
1,MW0002040955,Neil Young,Le Noise,1,1
1,MW0002359461,Nelly Furtado,The Spirit Indestructible,2.5,4
1,,Neon Indian,Era Extrana,3,6
1,,New Young Pony Club,New Young Pony Club,3.5,6
1,MW0001977853,New Young Pony Club,The Optimist,3,6
1,MW0002006613,Newsboys,Born Again,1,1
1,MW0002030741,Nicki Minaj,Pink Friday,3,6
1,MW0002290917,Nicki Minaj,Pink Friday: Roman Reloaded,2.5,4
1,MW0002094997,Nicolas Jaar,Space Is Only Noise,2.5,3
1,MW0002463588,Night Beds,Country Sleep,3.5,6
1,MW0002352884,Niki and the Dove,Instinct,3.5,6.5
1,MW0002029417,No Age,Everything in Between,1,1
1,MW0002318622,Of Monsters and Men,My Head Is an Animal,4,6
1,,Omar Rodriguez-Lopez,Cizana De Los Amores,2,1.5
1,,Omar Rodriguez-Lopez,Doitashimashite,1,1
1,MW0002534574,Omar Rodriguez-Lopez,Equinox,0.5,1
1,,Omar Rodriguez-Lopez,Mantra Hiroshima,1,1
1,MW0002413337,Omar Rodriguez-Lopez,Octopus Kool Aid,1,1
1,,Omar Rodriguez-Lopez,Omar Rodriguez-Lopez & John Frusciante,1,1
1,MW0002527254,Omar Rodriguez-Lopez,"Saber, Querer, Osar y Caller",1,1
1,MW0002073577,Omar Rodriguez-Lopez,Tychozorente,0.5,1
1,,Omar Rodriguez-Lopez,Un Corazon De Nadie,1.5,2
1,,Omar Rodriguez-Lopez,Un Escorpion Perfumado,2,2
1,MW0002534050,Omar Rodriguez-Lopez,Unicorn Skeleton Mask,1,1
1,MW0002498911,Omar Rodriguez-Lopez,Woman Gives Birth to Tomato!,0.5,1
1,MW0002034255,Omar Rodriguez-Lopez Quartet,Sepulcros De Miel,1,1
1,,On An On,Give In,4,6.5
1,MW0002209439,Oneohtrix Point Never,Replica,1,5
1,MW0001990405,Oneohtrix Point Never,Returnal,1,1
1,MW0002484790,OneRepublic,Native,3.5,8.5
1,MW0002424876,Other Lives,Mind the Gap,3.5,6
1,MW0002132081,Other Lives,Tamer Animals,4.5,11
1,MW0002556305,Ours,Ballet the Boxer 1,3,5
1,MW0001950632,Owen Pallett,Heartland,2.5,5
1,MW0002352090,P.O.D.,Murdered Love,2.5,4
1,MW0001980593,Paper Route,Additions [Remix EP],1,1
1,MW0002412839,Paper Route,The Peace of Wild Things,4,12
1,MW0002479086,Paramore,Paramore,3.5,11
1,,Paramore,Paramore EP,4,7
1,MW0002330018,Passenger,All the Little Lights,3.5,5
1,MW0002362120,Passion Pit,Gossamer,3,5
1,MW0002120352,Patrick Stump,Truant Wave,2,4
1,MW0002314029,Patrick Watson,Adventures in Your Own Backyard,3,6
1,MW0002282392,Perfume Genius,Put Your Back N 2 It,3.5,7
1,MW0000049410,Pete Stewart,Pete Stewart,3,6
1,MW0002095645,Peter Bjorn and John,Gimme Some,2.5,5
1,MW0002244670,Phantogram,Nightlife,4,5.5
1,MW0002607200,Phantogram,Voices,3,5
1,MW0002493055,Phoenix,Bankrupt!,2.5,4
1,,Phoria,Bloodworks,3.5,6
1,MW0002487697,Phosphorescent,Muchacho,3.5,7
1,,PHOX,CONFETTI,3.5,6
1,MW0002086979,PJ Harvey,Let England Shake,2.5,6
1,MW0001989639,Plan B,The Defamation of Strickland Banks,3.5,6
1,MW0002304021,Polica,Give You the Ghost,3,6
1,,Polica,Shulamith,4,6
1,MW0002357960,Pomegranates,Heaven,2,5
1,MW0002489779,Port St. Willow,Holiday,4.5,7
1,MW0002529394,Portugal. The Man,Evil Friends,2.5,5
1,,Project 86,15. Live.,2.5,1
1,MW0002390301,Project 86,Wait for the Siren,3,5
1,,Purity Ring,Shrines,3.5,6
1,MW0002581226,Pusha T,My Name Is My Name,4,10
1,MW0002541385,Quadron,Avalanche,3,5
1,MW0002540457,Queens of the Stone Age,...Like Clockwork,3,6
1,,Quinton Sung,Kid A [8-Bit],2.5,1
1,,Quinton Sung,OK Computer [8-Bit],3,1
1,MW0002465008,Ra Ra Riot,Beta Love,3,7
1,MW0002016792,Ra Ra Riot,The Orchard,3,6
1,MW0002114074,Radiohead,The King of Limbs,3.5,18
1,MW0000091696,Rage Against the Machine,Rage Against the Machine,4.5,8.5
1,MW0002110163,Raphael Saadiq,Stone Rollin',2,1
1,MW0002187162,Real Estate,Days,2.5,5
1,MW0002168467,Red Hot Chili Peppers,I'm with You,3,6
1,MW0002322238,Reptar,Body Faucet,4,7
1,,"Reznor, Trent & Atticus Ross",The Social Network,3.5,1
1,MW0002484780,Rhye,Woman,3.5,8.5
1,MW0002401622,Rich Aucoin,We're All Dying To Live,3,5
1,MW0001996471,Rick Ross,Teflon Don,2.5,4
